recipientGaugeAddr,symbol,voteWeight,voteWeightNoBoost,distribution,%distribution,boost,staticBoost,dynamicBoost,protocolFee,cap,bonus
0xa14453084318277b11d38FbE05D857A4f647442B,4POOL-BPT,0.1918145011890378,0.1905680294129762,11466.655755568296,14.33331969446037,1.0065408231375494,1.0,1.0065408231375492,468.10541928840166,10%,10000
0x2eB5661002b68EBE887d29d415c3A3b52536912C,wstETH/rETH/cbETH,1.2018114688056392,0.6840837835794344,9189.314138948494,11.486642673685617,1.7568191172683854,1.75,1.0068191172683854,1751.8570868008223,20%,0
0xd6B875d62c2661eaB66472F36c672e4B512f1135,rETH-WETH-BPT,1.1697121897248373,0.6664922432993585,8943.876009288766,11.179845011610958,1.7550274612865295,1.75,1.0050274612865295,1258.3604332835,20%,0
0xd956246EA5b06DEa930F0A7feC1FFf000436e3f2,DOLA/USDC BPT,0.9528298421366831,0.9525104387493932,7000.0,8.75,1.0003353279652338,1.0,1.0003353279652338,119.95013397086086,10%,0
0xD7a5122a4e88EC9fBE94301A0Bff6114ddFe5d4B,STAR/USDC-BPT ,1.1819158702784034,1.1817453161247655,7000.0,8.75,1.000144323951456,1.0,1.000144323951456,64.05064690051455,10%,0
0xcf9f895296F5e1D66a7D4dcf1d92e1B435E9f999,RDNT-WETH,0.8926484003219267,0.5614390663733834,6825.385494398726,8.531731867998408,1.5899292617594116,1.5,1.0899292617594116,18961.15885599237,10%,0
0x82d2c7B67Eaa5028c89BE86CeA8e1DF5bd2119A1,55auraBal-45wsteth,0.856379232807703,0.8557286194928747,6548.063483004068,8.185079353755086,1.0007603033251522,1.0,1.000760303325152,244.3341472957668,10%,0
0xeF767E740D83d410794519c2F93Db32e44359a5C,50MAGIC-50USDC,0.6525199055586216,0.6481867651290867,4989.310345036243,6.236637931295304,1.0066850183660754,1.0,1.0066850183660754,1627.2863586305193,10%,0
0xfC745035F31BCbaEb2D1a89aA9171495c671F6cE,ankrETH/wstETH-BPT,0.6226061639470468,0.3517867900331327,4760.583314320453,5.950729142900566,1.7698395209450797,1.75,1.0198395209450797,2621.029616316367,20%,0
0x260cbb867359a1084eC97de4157d06ca74e89415,wstETH-WETH-BPT,0.48924907579946564,0.2752389124142848,3740.9057630141474,4.6761322037676845,1.7775432678031242,1.75,1.0275432678031242,2846.9937758902133,20%,0
0x011417BBED6FC9cefF36C032D431b0eFcBA7f8B3,50tBTC-50WETH,0.3388076534135234,0.3381733873011421,2590.5976442303054,3.2382470552878817,1.0018755648321211,1.0,1.0018755648321211,238.1950479575105,10%,0
0x04fc019017eD3F921D5ec11fFf84B870744BA0d1,50DFX-50WETH,0.1581495073344452,0.1581288308900741,1209.245827268092,1.511557284085115,1.0001307569546598,1.0,1.0001307569546598,7.764921635300823,10%,0
0xb438c6cc53315FfA3fcD1bc8b27d6c3155b0B56A,2BTC,0.1519424173354845,0.1511319205224181,1161.7850554501456,1.4522313193126821,1.0053628433375605,1.0,1.0053628433375605,304.3774899670193,10%,0
0xc3522B0A58d9f12f33E542FC3c3C051b4AF01c83,DUSD-4POOL-BPT,0.1146233110741379,0.1146174386876861,876.4349820637395,1.0955437275796744,1.0000512346682933,1.0,1.0000512346682933,2.205341488699554,10%,0
0x34BDBEcd3B911a8DCB17aC68B961a8D16db52673,wstETH/rETH/sfrxETH,0.10078433055892658,0.067189533023816,770.6191011057666,0.9632738763822082,1.5000004617267182,1.5,1.0000004617267184,0.011650588112659566,20%,0
0x96056DF5a61B758005a219a052D72085C45df92c,80PAL-20OHM,0.07905724747350396,0.07904650943978331,604.4890574364364,0.7556113217955455,1.0001358445021387,1.0,1.0001358445021389,4.032607776346637,10%,0
