recipientGaugeAddr,symbol,voteWeight,voteWeightNoBoost,distribution,%distribution,boost,staticBoost,dynamicBoost,protocolFee,cap,bonus
0xa14453084318277b11d38FbE05D857A4f647442B,4POOL-BPT,0.012931182522917448,0.0114921576670871,10054.771320591359,12.568464150739198,1.125217987563087,1.0,1.125217987563087,675.522047953315,10%,10000
0x2eB5661002b68EBE887d29d415c3A3b52536912C,wstETH/rETH/cbETH,1.8582897579609792,1.0578478940326963,7870.9726588837375,9.838715823604671,1.756670092594184,1.75,1.006670092594184,3312.274502444772,20%,0
0xcF853F14EF6111435Cb39c0C43C66366cc6300F1,50GOLD-25USDC-25WSTETH,6.009222018189523,6.007975826085015,5600.0,7.000000000000001,1.0002074229558477,1.0,1.0002074229558475,585.0004877741031,8%,0
0xcf9f895296F5e1D66a7D4dcf1d92e1B435E9f999,RDNT-WETH,1.0863336071666496,0.6744016935280496,4601.274953921793,5.751593692402241,1.610810912237822,1.5,1.1108109122378222,35081.03639510792,10%,0
0xd6B875d62c2661eaB66472F36c672e4B512f1135,rETH-WETH-BPT,1.0220874090511916,0.5817332543217834,4329.153737820996,5.411442172276245,1.756969197579735,1.75,1.006969197579735,1903.171390658331,20%,0
0xd956246EA5b06DEa930F0A7feC1FFf000436e3f2,DOLA/USDC BPT,0.9365231924649143,0.9364555127502555,3966.7379162602247,4.958422395325281,1.0000722722155375,1.0,1.0000722722155375,31.770917135955415,10%,0
0xfC745035F31BCbaEb2D1a89aA9171495c671F6cE,ankrETH/wstETH-BPT,0.7928024108880112,0.450913383314672,3357.9941304975314,4.197492663121914,1.7582144159485953,1.75,1.008214415948595,1738.76563650564,20%,0
0x82d2c7B67Eaa5028c89BE86CeA8e1DF5bd2119A1,55auraBal-45wsteth,0.7722958812363141,0.7717087095812288,3271.1366673244033,4.088920834155505,1.0007608721371097,1.0,1.0007608721371097,275.63623889904784,10%,0
0xD7a5122a4e88EC9fBE94301A0Bff6114ddFe5d4B,STAR/USDC-BPT ,0.7587275607737748,0.7587023830152533,3213.666685083958,4.017083356354948,1.0000331852898912,1.0,1.000033185289891,11.819205853343675,10%,0
0xeF767E740D83d410794519c2F93Db32e44359a5C,50MAGIC-50USDC,0.5497991180379701,0.5419302735823238,2328.7293100638854,2.9109116375798565,1.0145200311538805,1.0,1.0145200311538807,3693.874987751429,10%,0
0x159be31493C26F8F924b3A2a7F428C2f41247e83,GOLD-BAL-AURA-wstETH,2.0031646184354233,2.0025037546237434,1400.0,1.7500000000000002,1.0003300187628383,1.0,1.0003300187628383,310.2295792011522,2%,0
0x260cbb867359a1084eC97de4157d06ca74e89415,wstETH-WETH-BPT,0.24074603912665435,0.1340966691096841,1019.7039958825626,1.2746299948532034,1.7953170703273518,1.75,1.045317070327352,2852.6668074173376,20%,0
0x972539E9d340a915775C004715f286a166F067Fd,80OVN/20wUSD+,0.20810878572814281,0.20810122505561213,881.4656355513862,1.1018320444392327,1.000036331706018,1.0,1.0000363317060181,3.5492097104312688,10%,0
0xc3522B0A58d9f12f33E542FC3c3C051b4AF01c83,DUSD-4POOL-BPT,0.1295105232850503,0.1294392904090168,548.5548114589358,0.6856935143236698,1.0005503188082105,1.0,1.0005503188082105,33.43887918599742,10%,0
0x96056DF5a61B758005a219a052D72085C45df92c,80PAL-20OHM,0.08239206534338663,0.08237340158451291,348.9798568003386,0.43622482100042326,1.000226575065673,1.0,1.0002265750656727,8.761336238068623,10%,0
0xb438c6cc53315FfA3fcD1bc8b27d6c3155b0B56A,2BTC,0.036495222274181366,0.0362234528375077,154.57917446370496,0.1932239680796312,1.0075025823157384,1.0,1.0075025823157386,127.57684183779429,10%,0
0x089a2E069700B0f2B16f69A6e02b01818ce22e7d,D2D-rETH,0.018209000757252,0.018209000757252,77.1260490953711,0.09640756136921388,1.0,1.0,1.0,0.0,10%,0
0x011417BBED6FC9cefF36C032D431b0eFcBA7f8B3,50tBTC-50WETH,0.008881940002692483,0.0083183970184344,37.62034775230476,0.047025434690380945,1.0677465842288143,1.0,1.0677465842288143,264.54422193845994,10%,0
0x04fc019017eD3F921D5ec11fFf84B870744BA0d1,50DFX-50WETH,6.268193680527333e-05,3.5422671717200004e-05,0.26549563042393115,0.0003318695380299139,1.769542887834663,1.0,1.769542887834663,12.796328363190227,10%,0
