recipientGaugeAddr,pool,symbol,voteWeight,distribution,%distribution,boost,staticBoost,dynamicBoost,cap,bonus
0x2eB5661002b68EBE887d29d415c3A3b52536912C,0x4a2F6Ae7F3e5D715689530873ec35593Dc28951B,wstETH/rETH/cbETH,1.4299478543759614,16000.0,20.0,1.7569121276518445,1.75,1.0069121276518445,20%,0
0xd6B875d62c2661eaB66472F36c672e4B512f1135,0xadE4A71BB62bEc25154CFc7e6ff49A513B491E81,rETH-WETH-BPT,1.1153157643654221,13183.901062060908,16.479876327576136,1.7534917650533268,1.75,1.0034917650533266,20%,0
0xcf9f895296F5e1D66a7D4dcf1d92e1B435E9f999,0x32dF62dc3aEd2cD6224193052Ce665DC18165841,RDNT-WETH,2.6575159158274326,8000.0,10.0,2.5861046041245324,1.5,2.0861046041245324,10%,0
0xd956246EA5b06DEa930F0A7feC1FFf000436e3f2,0x8bc65Eed474D1A00555825c91FeAb6A8255C2107,DOLA/USDC BPT,1.1015802889503343,8000.0,10.0,1.000713320659127,1.0,1.0007133206591272,10%,0
0x82d2c7B67Eaa5028c89BE86CeA8e1DF5bd2119A1,0xc7FA3A3527435720f0e2a4c1378335324dd4F9b3,55auraBal-45wsteth,0.821807877786946,8000.0,10.0,1.0060764084894913,1.0,1.006076408489491,10%,0
0x260cbb867359a1084eC97de4157d06ca74e89415,0x9791d590788598535278552EEcD4b211bFc790CB,wstETH-WETH-BPT,0.6006744493761835,6632.808362043821,8.291010452554776,1.7750061672230664,1.75,1.0250061672230664,20%,0
0xfC745035F31BCbaEb2D1a89aA9171495c671F6cE,0x3FD4954a851eaD144c2FF72B1f5a38Ea5976Bd54,ankrETH/wstETH-BPT,0.4727029935719836,6224.449984583708,7.7805624807296345,1.75934085899955,1.75,1.00934085899955,20%,0
0x011417BBED6FC9cefF36C032D431b0eFcBA7f8B3,0xc9f52540976385A84BF416903e1Ca3983c539E34,50tBTC-50WETH,0.42435477078796713,5902.486568980162,7.378108211225203,1.0098584379310749,1.0,1.0098584379310749,10%,0
0xa14453084318277b11d38FbE05D857A4f647442B,0x423A1323c871aBC9d89EB06855bF5347048Fc4A5,4POOL-BPT,0.2822807894926333,13396.320257232428,4.245400321540536,1.0079263220973842,1.0,1.0079263220973842,10%,10000
0xb438c6cc53315FfA3fcD1bc8b27d6c3155b0B56A,0x542F16DA0efB162D20bF4358EfA095B70A100f9E,2BTC,0.22659345629928151,3213.5301315521247,4.016912664440156,1.0245466176912852,1.0,1.0245466176912852,10%,0
0x04fc019017eD3F921D5ec11fFf84B870744BA0d1,0xa231aEa07Bb5e79aE162f95903806FC5AD65fF11,50DFX-50WETH,0.09337430719386183,1253.5821128980801,1.5669776411226002,1.000221327821781,1.0,1.0002213278217813,10%,0
0xeF767E740D83d410794519c2F93Db32e44359a5C,0xb3028Ca124B80CFE6E9CA57B70eF2F0CCC41eBd4,50MAGIC-50USDC,0.013587633158045623,192.9215206487665,0.2411519008109581,741.6864242363515,1.0,741.6864242363515,10%,0
