recipientGaugeAddr,pool,symbol,voteWeight,distribution,%distribution,boost,staticBoost,dynamicBoost,cap,bonus
0x2eB5661002b68EBE887d29d415c3A3b52536912C,0x4a2F6Ae7F3e5D715689530873ec35593Dc28951B,wstETH/rETH/cbETH,1.3880145733993552,16000.0,20.0,1.7577631129855185,1.75,1.0077631129855182,20%,0
0xd6B875d62c2661eaB66472F36c672e4B512f1135,0xadE4A71BB62bEc25154CFc7e6ff49A513B491E81,rETH-WETH-BPT,1.107736319372519,13500.179232058987,16.875224040073732,1.7537995066916139,1.75,1.0037995066916137,20%,0
0xcf9f895296F5e1D66a7D4dcf1d92e1B435E9f999,0x32dF62dc3aEd2cD6224193052Ce665DC18165841,RDNT-WETH,2.5961026757322987,8000.0,10.0,2.5946321181495895,1.5,2.0946321181495895,10%,0
0xd956246EA5b06DEa930F0A7feC1FFf000436e3f2,0x8bc65Eed474D1A00555825c91FeAb6A8255C2107,DOLA/USDC BPT,1.1048519704710236,8000.0,10.0,1.0008595086074683,1.0,1.0008595086074683,10%,0
0x82d2c7B67Eaa5028c89BE86CeA8e1DF5bd2119A1,0xc7FA3A3527435720f0e2a4c1378335324dd4F9b3,55auraBal-45wsteth,0.8241678066370985,8000.0,10.0,1.0061247025285693,1.0,1.0061247025285696,10%,0
0x260cbb867359a1084eC97de4157d06ca74e89415,0x9791d590788598535278552EEcD4b211bFc790CB,wstETH-WETH-BPT,0.6029230731047853,6840.740574003687,8.550925717504608,1.7766345844110933,1.75,1.0266345844110933,20%,0
0xfC745035F31BCbaEb2D1a89aA9171495c671F6cE,0x3FD4954a851eaD144c2FF72B1f5a38Ea5976Bd54,ankrETH/wstETH-BPT,0.48785670390313085,6661.593727622292,8.326992159527865,1.7601423753499645,1.75,1.0101423753499643,20%,0
0x011417BBED6FC9cefF36C032D431b0eFcBA7f8B3,0xc9f52540976385A84BF416903e1Ca3983c539E34,50tBTC-50WETH,0.3748826539815836,5381.912107542611,6.727390134428264,1.0110162975215218,1.0,1.011016297521522,10%,0
0xa14453084318277b11d38FbE05D857A4f647442B,0x423A1323c871aBC9d89EB06855bF5347048Fc4A5,4POOL-BPT,0.2831762449027544,13516.44888881471,4.395561111018388,1.0082768188006894,1.0,1.0082768188006894,10%,10000
0xb438c6cc53315FfA3fcD1bc8b27d6c3155b0B56A,0x542F16DA0efB162D20bF4358EfA095B70A100f9E,2BTC,0.19160409242228174,2798.103419034887,3.4976292737936086,1.0288751453132026,1.0,1.0288751453132026,10%,0
0x04fc019017eD3F921D5ec11fFf84B870744BA0d1,0xa231aEa07Bb5e79aE162f95903806FC5AD65fF11,50DFX-50WETH,0.09363746623887956,1301.0220509228177,1.626277563653522,1.000216172217944,1.0,1.0002161722179437,10%,0
